uuid,glyphs,classes,place-name,county-iv,county,hundred-iv,hundred,coordinates-iv,coordinates,WKT
IV1680-003-44,①,settlement-gentlemen-1,"Adwick upon Dun","York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 33 1 07W","53.55 -1.11","POINT(-1.11 53.55)"
IV1680-003-45,①,settlement-gentlemen-1,"Adwick upon Stratton","York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 33 1 06W","53.55 -1.1","POINT(-1.1 53.55)"
IV1680-003-46,①,settlement-gentlemen-1,Affordby,Leicester,Leicestershire,"E. Goscote","East Goscote","52 50 0 50W","52.83 -0.83","POINT(-0.83 52.83)"
IV1680-003-47,①,settlement-gentlemen-1,Aflington,Dorset,Dorset,Blandford,Blandford,"50 40 2 06W","50.66 -2.1","POINT(-2.1 50.66)"
IV1680-003-48,⛪,parish,Afpudel,Dorset,Dorset,Barrow,Rowbarrow,"50 49 2 18W","50.81 -2.3","POINT(-2.3 50.81)"
IV1680-003-49,,,Agaiere,Anglesey,Anglesey,Istradmarchel,Twrcelyn,"52 39 3 10W","52.65 -3.16","POINT(-3.16 52.65)"
IV1680-003-50,①,settlement-gentlemen-1,Agborough,Worcester,Worcestershire,Halfshire,Halfshire,"52 25 2 08W","52.41 -2.13","POINT(-2.13 52.41)"
IV1680-003-51,,,Agbury,Lancaster,Lancashire,"W. Darby","West Derby","53 29 2 43W","53.48 -2.71","POINT(-2.71 53.48)"
IV1680-003-52,,,Agden,Chester,Cheshire,Broxton,Broxtow,"53 11 2 43W","53.18 -2.71","POINT(-2.71 53.18)"
IV1680-003-53,ʘ,seat-gentleman,Agden,Chester,Cheshire,Bucklow,Bucklow,"53 30 2 17W","53.5 -2.28","POINT(-2.28 53.5)"
IV1680-003-54,,,Ageston,"Wight Isle",Hampshire,"E. Medine","East Medina","50 39 1 10W","50.65 -1.16","POINT(-1.16 50.65)"
IV1680-003-55,,,Agilswell,Devon,Devon,Heytor,Haytor,"50 31 3 43W","50.51 -3.71","POINT(-3.71 50.51)"
IV1680-003-56,①,settlement-gentlemen-1,Agle,Lincoln,Lincolnshire,Boothby,Boothby,"53 14 0 33W","53.23 -0.55","POINT(-0.55 53.23)"
IV1680-003-57,,,Aglionby,Cumberland,Cumberland,CumberlandW.,"Cumberland Ward","51 01 2 33W","51.01 -2.55","POINT(-2.55 51.01)"
IV1680-003-58,①,settlement-gentlemen-1,"St. Agnes",Cornwal,Cornwall,Pider,Pyder,"50 34 5 23W","50.56 -5.38","POINT(-5.38 50.56)"
IV1680-003-59,①,settlement-gentlemen-1,Aighton,Lancaster,Lancashire,Blackburn,Blackbourn,"53 54 2 18W","53.9 -2.3","POINT(-2.3 53.9)"
IV1680-003-60,ʘ,seat-gentleman,"Aighton Hall",Lancaster,Lancashire,Blackburn,Blackbourn,"53 54 2 18W","53.9 -2.3","POINT(-2.3 53.9)"
IV1680-004-01,⛪,parish,Aileswethorp,Norfolk,Norfolk,Frebridge,Freebridge,"52 46 0 37E","52.76 0.61","POINT(0.61 52.76)"
IV1680-004-02,②,settlement-gentlemen-2,Ailston,Leicester,Leicestershire,Goodlaxton,Guthlaxton,"52 35 1 04W","52.58 -1.06","POINT(-1.06 52.58)"
IV1680-004-03,①,settlement-gentlemen-1,Ainstable,Cumberland,Cumberland,"Lethward W.","Leath Ward","54 55 2 17W","54.91 -2.28","POINT(-2.28 54.91)"
IV1680-004-04,②,settlement-gentlemen-2,Aislaby,Durham,Durham,"Stockton Ward","Stockton Ward","54 33 0 59W","54.55 -0.98","POINT(-0.98 54.55)"
IV1680-004-05,⛪,parish,Akeham,"York E.R.","Yorkshire East Riding",Austy,"Ainsty Wapentake","53 59 0 55W","53.98 -0.91","POINT(-0.91 53.98)"
IV1680-004-06,ʘ,seat-gentleman,"Akeham Grange","York E.R.","Yorkshire East Riding",Austy,"Ainsty Wapentake","53 59 0 54W","53.98 -0.9","POINT(-0.9 53.98)"
IV1680-004-07,①,settlement-gentlemen-1,Akelinton,Northumberl.,Northumberland,"Morpeth W.","Morpeth Ward","55 20 1 06W","55.33 -1.1","POINT(-1.1 55.33)"
IV1680-004-08,①,settlement-gentlemen-1,Akenham,Suffolk,Suffolk,Bosmer,Bosmere,"52 12 1 11E","52.2 1.18","POINT(1.18 52.2)"
IV1680-004-09,①,settlement-gentlemen-1,Aketon,"York W.R.","Yorkshire West Riding",Agbridge,Agbrigg,"53 46 1 09W","53.76 -1.15","POINT(-1.15 53.76)"
IV1680-004-10,,,Akley,Nottingham,Nottinghamshire,Bassetlaw,Bassetlaw,"53 32 0 50W","53.53 -0.83","POINT(-0.83 53.53)"
IV1680-004-11,①,settlement-gentlemen-1,Akring,Nottingham,Nottinghamshire,"South Clay","South Clay","53 12 0 50W","53.2 -0.83","POINT(-0.83 53.2)"
IV1680-004-12,③⛨✋⸸(2)=,settlement-gentlemen-3+|seat-baronet|seat-knight|parliament-2|direction|market,"St. ALBANS",Hartford,Hertfordshire,Cashuo,Cashio,"51 48 0 16W","51.8 -0.26","POINT(-0.26 51.8)"
IV1680-004-13,ʘ,seat-gentleman,"St. Albans",Kent,Kent,"Augustin Lat","St Augustine Lath","51 13 1 12E","51.21 1.2","POINT(1.2 51.21)"
IV1680-004-14,③⛨❋,settlement-gentlemen-3+|society,"St. Albans Hall",Oxon,Oxfordshire,"Oxford City","City Of Oxford","51 46 1 08W","51.76 -1.13","POINT(-1.13 51.76)"
IV1680-004-15,[D],seat-duke,"Albemarle House",Middlesex,Middlesex,Westminster,Westminster,"51 32 0 02W","51.53 -0.03","POINT(-0.03 51.53)"
IV1680-004-16,⛪,parish,Alberbury,Salop,Shropshire,Ford,Fordingbridge,"52 46 2 55W","52.76 -2.91","POINT(-2.91 52.76)"
IV1680-004-17,②,settlement-gentlemen-2,Alberton,Sussex,Sussex,"Bramber Rap.","Bramber Rape","50 57 0 13W","50.95 -0.21","POINT(-0.21 50.95)"
IV1680-004-18,✋,seat-baronet,Albins,Essex,Essex,Witham,Witham,"51 44 0 44E","51.73 0.73","POINT(0.73 51.73)"
IV1680-004-19,✋,seat-baronet,Alborn,Sussex,Sussex,"Bramber Rape","Bramber Rape","50 59 0 11W","50.98 -0.18","POINT(-0.18 50.98)"
IV1680-004-20,③,settlement-gentlemen-3,Alborn,Wilts,Wiltshire,Selkley,Selkley,"51 26 1 51W","51.43 -1.85","POINT(-1.85 51.43)"
IV1680-004-21,②,settlement-gentlemen-2,Alborough,Norfolk,Norfolk,"N. Erpingham","North Erpingham","52 57 1 12E","52.95 1.2","POINT(1.2 52.95)"
IV1680-004-22,⛪,parish,Albright,Essex,Essex,Lexden,Lexden,"51 57 0 50E","51.95 0.83","POINT(0.83 51.95)"
IV1680-004-23,ʘ,seat-gentleman,"Albright Hussey",Salop,Shropshire,Shrewsbury,Shrewsbury,"52 49 2 43W","52.81 -2.71","POINT(-2.71 52.81)"
IV1680-004-24,③,settlement-gentlemen-3,Albrighton,Salop,Shropshire,Brimstry,Brimstree,"52 41 2 14W","52.68 -2.23","POINT(-2.23 52.68)"
IV1680-004-25,ʘ,seat-gentleman,Albrighton,Salop,Shropshire,Prinhill,Pimhill,"52 49 2 43W","52.81 -2.71","POINT(-2.71 52.81)"
IV1680-004-26,⛪,parish,Alburgh,Norfolk,Norfolk,Earsham,Earsham,"52 35 1 22E","52.58 1.36","POINT(1.36 52.58)"
IV1680-004-27,①,settlement-gentlemen-1,Albury,Glocester,Gloucestershire,Grombaldash,"Grumbalds Ash","51 37 2 17W","51.61 -2.28","POINT(-2.28 51.61)"
IV1680-004-28,②,settlement-gentlemen-2,Albury,Surrey,Surrey,Black-heath,Blackheath,"51 13 0 23W","51.21 -0.38","POINT(-0.38 51.21)"
IV1680-004-29,[D],seat-duke,Albury,Surrey,Surrey,Black-heath,Blackheath,"51 13 0 23W","51.21 -0.38","POINT(-0.38 51.21)"
IV1680-004-30,⛪,parish,Alby,Norfolk,Norfolk,"S. Erpinghan","South Erpingham","52 57 1 13E","52.95 1.21","POINT(1.21 52.95)"
IV1680-004-31,①,settlement-gentlemen-1,Alcannings,Wilts,Wiltshire,Swanborn,Swanborough,"51 23 1 51W","51.38 -1.85","POINT(-1.85 51.38)"
IV1680-004-32,⛪,parish,Alcannings,Wilts,Wiltshire,Swanborn,Swanborough,"51 23 1 51W","51.38 -1.85","POINT(-1.85 51.38)"
IV1680-004-33,②,settlement-gentlemen-2,Alcaston,Salop,Shropshire,Munslow,Munslow,"52 32 2 46W","52.53 -2.76","POINT(-2.76 52.53)"
IV1680-004-34,①,settlement-gentlemen-1,Alcomb,Somerset,Somerset,Carhampton,Carhampton,"51 12 3 32W","51.2 -3.53","POINT(-3.53 51.2)"
IV1680-004-35,ʘ,seat-gentleman,Alcot,Devon,Devon,Fremington,Fremington,"51 06 4 07W","51.1 -4.11","POINT(-4.11 51.1)"
IV1680-004-36,①(2)⚓,settlement-gentlemen-1|parliament-2|seaport|market,ALDBOROUGH,Suffolk,Suffolk,Plumesgate,Plomesgate,"52 18 1 40E","52.3 1.66","POINT(1.66 52.3)"
IV1680-004-37,①(2)⚓,settlement-gentlemen-1|parliament-2|seaport,Aldborough,"York E.R.","Yorkshire East Riding",Holderneß,Holderness,"53 55 0 03E","53.91 0.05","POINT(0.05 53.91)"
IV1680-004-38,②,settlement-gentlemen-2,Aldburgh,"York N.R.","Yorkshire North Riding",Gillingwest,Agbrigg,"54 31 1 22W","54.51 -1.36","POINT(-1.36 54.51)"
IV1680-004-39,①,settlement-gentlemen-1,Aldburgh,"York W.R.","Yorkshire West Riding",Claro,Claro,"54 07 1 06W","54.11 -1.1","POINT(-1.1 54.11)"
IV1680-004-40,✋°②,settlement-baronet|settlement-gentlemen-2,Aldbury,Hartford,Hertfordshire,Dacor,Dacorum,"51 50 0 31W","51.83 -0.51","POINT(-0.51 51.83)"
IV1680-004-41,②,settlement-gentlemen-2,Aldbury,"Hartford =",Hertfordshire,Edwinstree,Edwinstree,"51 56 0 07E","51.93 0.11","POINT(0.11 51.93)"
IV1680-004-42,ʘ,seat-gentleman,"Aldbury Hall",Hartford,Hertfordshire,Edwinstree,Edwinstree,"51 57 0 06E","51.95 0.1","POINT(0.1 51.95)"
IV1680-004-43,ʘ,seat-gentleman,Aldby,Cumberland,Cumberland,"Lethward W.","Leath Ward","54 45 2 27W","54.75 -2.45","POINT(-2.45 54.75)"
IV1680-004-44,③,settlement-gentlemen-3,Aldby,Norfolk,Norfolk,Clavering,Clavering,"52 40 1 36E","52.66 1.6","POINT(1.6 52.66)"
IV1680-004-45,ʘ,seat-gentleman,Aldby,"York E.R.","Yorkshire East Riding",Buccroß,Buckrose,"54 05 0 39W","54.08 -0.65","POINT(-0.65 54.08)"
IV1680-004-46,✋°①,settlement-baronet|settlement-gentlemen-1,Aldenham,Hartford,Hertfordshire,Cashio,Cashio,"51 43 0 17W","51.71 -0.28","POINT(-0.28 51.71)"
IV1680-004-47,[B],seat-baron,Aldenham,Hartford,Hertfordshire,Cashio,Cashio,"51 43 0 17W","51.71 -0.28","POINT(-0.28 51.71)"
IV1680-004-48,✋,seat-baronet,Aldenham,Salop,Shropshire,Wenlock,Wenlock,"52 34 2 28W","52.56 -2.46","POINT(-2.46 52.56)"
IV1680-004-49,①,settlement-gentlemen-1,Alderbury,Wilts,Wiltshire,Alderbury,Alderbury,"51 05 1 40W","51.08 -1.66","POINT(-1.66 51.08)"
IV1680-004-50,②,settlement-gentlemen-2,Alderford,Norfolk,Norfolk,Eynsford,Eynsford,"52 49 1 12E","52.81 1.2","POINT(1.2 52.81)"
IV1680-004-51,①,settlement-gentlemen-1,Alderholt,Dorset,Dorset,Lowsbarrow,Loosebarrow,"50 59 1 57W","50.98 -1.95","POINT(-1.95 50.98)"
IV1680-004-52,①,settlement-gentlemen-1,Alderkirk,Lincoln,Lincolnshire,Kirton,Kirton,"52 57 0 02E","52.95 0.03","POINT(0.03 52.95)"
IV1680-004-53,②,settlement-gentlemen-2,Alderley,Chester,Cheshire,Macclesfield,Macclesfield,"53 23 2 05W","53.38 -2.08","POINT(-2.08 53.38)"
IV1680-004-54,✋°②,settlement-baronet|settlement-gentlemen-2,Alderley,Glocester,Gloucestershire,Grombaldash,"Grumbalds Ash","51 39 2 21W","51.65 -2.35","POINT(-2.35 51.65)"
IV1680-004-55,ʘ,seat-gentleman,Alderley,Stafford,Staffordshire,Seisdon,Seisdon,"52 40 2 06W","52.66 -2.1","POINT(-2.1 52.66)"
IV1680-004-56,✋,seat-baronet,"Alderley Hall.",Chester,Cheshire,Macclesfield,Macclesfield,"53 23 2 05W","53.38 -2.08","POINT(-2.08 53.38)"
IV1680-004-57,①,settlement-gentlemen-1,"Alderley Over",Chester,Cheshire,Macclesfield,Macclesfield,"52 23 2 06W","52.38 -2.1","POINT(-2.1 52.38)"
IV1680-004-58,①,settlement-gentlemen-1,Aldermarston,Berks,Berkshire,Theale,Theale,"51 26 1 04W","51.43 -1.06","POINT(-1.06 51.43)"
IV1680-004-59,✋,seat-baronet,"Aldermarston House",Berks,Berkshire,Theale,Theale,"51 26 1 04W","51.43 -1.06","POINT(-1.06 51.43)"
IV1680-004-60,ʘ,seat-gentleman,Aldermerston,Worcester,Worcestershire,Parshore,Pershore,"52 10 1 29W","52.16 -1.48","POINT(-1.48 52.16)"
IV1680-005-01,⛪,parish,Alderminster,Worcester,Worcestershire,Blakenburs,Blackenhurst,"52 15 1 29W","52.25 -1.48","POINT(-1.48 52.25)"
IV1680-005-02,ʘ,seat-gentleman,Aldernedg,Durham,Durham,"Chester Ward","Chester Ward","54 49 1 15W","54.81 -1.25","POINT(-1.25 54.81)"
IV1680-005-03,①,settlement-gentlemen-1,Aldersey,Chester,Cheshire,Broxton,Broxtow,"53 12 2 44W","53.2 -2.73","POINT(-2.73 53.2)"
IV1680-005-04,②,settlement-gentlemen-2,Aldershot,Southampton,Hampshire,Crundal,Crondall,"51 16 0 40W","51.26 -0.66","POINT(-0.66 51.26)"
IV1680-005-05,①,settlement-gentlemen-1,Alderston,Somerset,Somerset,Abdick,Abdick,"50 59 2 58W","50.98 -2.96","POINT(-2.96 50.98)"
IV1680-005-06,③,settlement-gentlemen-3,Alderston,Wilts,Wiltshire,Frustfield,Frustfield,"51 03 1 38W","51.05 -1.63","POINT(-1.63 51.05)"
IV1680-005-07,①,settlement-gentlemen-1,Alderton,Glocester,Gloucestershire,Tewksbury,Tewkesbury,"51 59 1 52W","51.98 -1.86","POINT(-1.86 51.98)"
IV1680-005-08,ʘ,seat-gentleman,Alderton,Salon,Shropshire,Pimhill,Pimhill,"52 49 2 53W","52.81 -2.88","POINT(-2.88 52.81)"
IV1680-005-09,⛪,parish,Alderton,Suffolk,Suffolk,Wilford,Wilford,"52 08 1 28E","52.13 1.46","POINT(1.46 52.13)"
IV1680-005-10,②,settlement-gentlemen-2,Alderton,Wilts,Wiltshire,Chippenham,Chippenham,"51 34 2 13W","51.56 -2.21","POINT(-2.21 51.56)"
IV1680-005-11,③,settlement-gentlemen-3,Alderwas,Stafford,Staffordshire,Oflow,"Lewes Rape","52 48 1 43W","52.8 -1.71","POINT(-1.71 52.8)"
IV1680-005-12,①,settlement-gentlemen-1,Alderwashley,Darby,Derbyshire,Appletree,Appletree,"53 09 1 24W","53.15 -1.4","POINT(-1.4 53.15)"
IV1680-005-13,①,settlement-gentlemen-1,Aldfield,"York W.R.","Yorkshire West Riding",Clard,Claro,"54 05 1 12W","54.08 -1.2","POINT(-1.2 54.08)"
IV1680-005-14,⛪,parish,Aldford,Chester,Cheshire,Broxton,Broxtow,"53 14 2 46W","53.23 -2.76","POINT(-2.76 53.23)"
IV1680-005-15,⛪,parish,Aldfriston,Sussex,Sussex,"Pevensey Rape","Pevensey Rape","50 49 0 10E","50.81 0.16","POINT(0.16 50.81)"
IV1680-005-16,③,settlement-gentlemen-3,Aldham,Essex,Essex,Lexden,Lexden,"51 58 0 46E","51.96 0.76","POINT(0.76 51.96)"
IV1680-005-17,⛪,parish,Aldham,Suffolk,Suffolk,Cosford,Cosford,"52 09 0 56E","52.15 0.93","POINT(0.93 52.15)"
IV1680-005-18,⛪,parish,Aldingborn,Sussex,Sussex,"Chichester R.","Chichester Rape","50 52 0 41W","50.86 -0.68","POINT(-0.68 50.86)"
IV1680-005-19,⛪,parish,Aldingham,Lancaster,Lancashire,Loynsdale,"Lonsdale Ward","54 15 2 54W","54.25 -2.9","POINT(-2.9 54.25)"
IV1680-005-20,①,settlement-gentlemen-1,Aldington,Kent,Kent,"Aylesford L.","Aylesford Lath","51 20 0 20E","51.33 0.33","POINT(0.33 51.33)"
IV1680-005-21,①,settlement-gentlemen-1,Aldington,Worcester,Worcestershire,Blakenhurst,Blackenhurst,"52 04 1 46W","52.06 -1.76","POINT(-1.76 52.06)"
IV1680-005-22,①,settlement-gentlemen-1,Aldon,Salop,Shropshire,Munslow,Munslow,"52 26 2 43W","52.43 -2.71","POINT(-2.71 52.43)"
IV1680-005-23,②,settlement-gentlemen-2,Aldridg,Stafford,Staffordshire,Oflow,"Lewes Rape","52 39 1 53W","52.65 -1.88","POINT(-1.88 52.65)"
IV1680-005-24,①,settlement-gentlemen-1,Aldringham,Suffolk,Suffolk,Blithing,Blything,"52 20 1 40E","52.33 1.66","POINT(1.66 52.33)"
IV1680-005-25,①,settlement-gentlemen-1,Aldrington,Northampton,Northamptonshire,Cleley,Cleley,"52 09 0 53W","52.15 -0.88","POINT(-0.88 52.15)"
IV1680-005-26,⛪,parish,Aldrington,Sussex,Sussex,"Lewis Rape","Lewes Rape","50 53 0 10W","50.88 -0.16","POINT(-0.16 50.88)"
IV1680-005-27,①,settlement-gentlemen-1,Aldwark,Darby,Derbyshire,Wirksworth,Wirksworth,"53 12 1 32W","53.2 -1.53","POINT(-1.53 53.2)"
IV1680-005-28,ʘ,seat-gentleman,Aldwark,"York N.R.","Yorkshire North Riding",Bulmer,Bulmer,"54 07 1 01W","54.11 -1.01","POINT(-1.01 54.11)"
IV1680-005-29,⛪,parish,Aldworth,Berks,Berkshire,Compton,Compton,"51 32 1 05W","51.53 -1.08","POINT(-1.08 51.53)"
IV1680-005-30,ʘ,seat-gentleman,"Aldworth Wheatcroft","York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 31 1 06W","53.51 -1.1","POINT(-1.1 53.51)"
IV1680-005-31,,,Aleby,Lincoln,Lincolnshire,Calceworth,Calceworth,"53 22 0 15E","53.36 0.25","POINT(0.25 53.36)"
IV1680-005-32,①,settlement-gentlemen-1,Alecoates,Nottingham,Nottinghamshire,Bassetlaw,Bassetlaw,"53 18 1 01W","53.3 -1.01","POINT(-1.01 53.3)"
IV1680-005-33,,,Alen,Flint,Flintshire,Mould,Mold,"53 13 2 50W","53.21 -2.83","POINT(-2.83 53.21)"
IV1680-005-34,,,Alerton,Huntington,Huntingdonshire,Normancroß,Normancross,"52 32 0 15W","52.53 -0.25","POINT(-0.25 52.53)"
IV1680-005-35,⛪,parish,Alery,Wilts,Wiltshire,Swanborn,Swanborough,"51 24 1 48W","51.4 -1.8","POINT(-1.8 51.4)"
IV1680-005-36,⛪,parish,Alesbear,Devon,Devon,"E. Budley","East Budleigh","50 46 3 27W","50.76 -3.45","POINT(-3.45 50.76)"
IV1680-005-37,③⛨✋(2)=,settlement-gentlemen-3+|seat-baronet|parliament-2|direction|market,ALESBURY,Buckingham,Buckinghamshire,Alesbury,Aylesbury,"51 49 0 46W","51.81 -0.76","POINT(-0.76 51.81)"
IV1680-005-38,,,Alesby,Lincoln,Lincolnshire,Bradley,Bradley,"53 36 0 05W","53.6 -0.08","POINT(-0.08 53.6)"
IV1680-005-39,③⛨=,settlement-gentlemen-3+|direction|market,ALESHAM,Norfolk,Norfolk,"S. Erpinghan","South Erpingham","52 54 1 15E","52.9 1.25","POINT(1.25 52.9)"
IV1680-005-40,,,Aleston,Pembrock,Pembrokeshire,"Castle Martin",Castlemartin,"51 46 4 44W","51.76 -4.73","POINT(-4.73 51.76)"
IV1680-005-41,①,settlement-gentlemen-1,Alesworth,Northampton,Northamptonshire,Nawisford,Navisford,"52 33 0 14W","52.55 -0.23","POINT(-0.23 52.55)"
IV1680-005-42,①,settlement-gentlemen-1,Alesworth,Nottingham,Nottinghamshire,Broxton,Broxtow,"53 02 1 05W","53.03 -1.08","POINT(-1.08 53.03)"
IV1680-005-43,①,settlement-gentlemen-1,Alexanderston,Brecknock,Brecknockshire,Merthyr,Merthyr,"52 02 3 23W","52.03 -3.38","POINT(-3.38 52.03)"
IV1680-005-44,⛪,parish,Alexton,Leicester,Leicestershire,"E. Goscote","East Goscote","52 40 0 44W","52.66 -0.73","POINT(-0.73 52.66)"
IV1680-005-45,①,settlement-gentlemen-1,Alexton,Leicester,Leicestershire,Framland,Framland,"52 43 0 49W","52.71 -0.81","POINT(-0.81 52.71)"
IV1680-005-46,②⸸=,settlement-gentlemen-2|seat-knight|direction|market,ALFORD,Lincoln,Lincolnshire,Calceworth,Calceworth,"53 21 0 16E","53.35 0.26","POINT(0.26 53.35)"
IV1680-005-47,⛪,parish,Alford,Somerset,Somerset,Cattesash,Catsash,"51 07 2 37W","51.11 -2.61","POINT(-2.61 51.11)"
IV1680-005-48,,,Alfoxton,Somerset,Somerset,Williton,Williton,"51 11 3 16W","51.18 -3.26","POINT(-3.26 51.18)"
IV1680-005-49,②=,settlement-gentlemen-2|direction|market,ALFRETON,Darby,Derbyshire,Scarsdale,Scarsdale,"53 10 1 14W","53.16 -1.23","POINT(-1.23 53.16)"
IV1680-005-50,,,Alham,Lancaster,Lancashire,Blackburn,Blackbourn,"53 51 2 07W","53.85 -2.11","POINT(-2.11 53.85)"
IV1680-005-51,①,settlement-gentlemen-1,Alhampton,Somerset,Somerset,Whitston,Whitstone,"51 09 2 39W","51.15 -2.65","POINT(-2.65 51.15)"
IV1680-005-52,①,settlement-gentlemen-1,Alker,Lancaster,Lancashire,"W. Darby","West Derby","53 40 2 51W","53.66 -2.85","POINT(-2.85 53.66)"
IV1680-005-53,⛪,parish,Alkerington,Oxford,Oxfordshire,Bloxham,Bloxham,"52 07 1 25W","52.11 -1.41","POINT(-1.41 52.11)"
IV1680-005-54,①,settlement-gentlemen-1,Alkham,Kent,Kent,"Shepway Lath","Shepway Lath","51 06 1 10E","51.1 1.16","POINT(1.16 51.1)"
IV1680-005-55,①,settlement-gentlemen-1,Alkham,Glocester,Gloucestershire,Berkeley,Berkeley,"51 43 2 31W","51.71 -2.51","POINT(-2.51 51.71)"
IV1680-005-56,①,settlement-gentlemen-1,Allington,Glocester,Gloucestershire,Whitston,Whitstone,"51 46 2 15W","51.76 -2.25","POINT(-2.25 51.76)"
IV1680-005-57,①,settlement-gentlemen-1,Alkmanton,Darby,Derbyshire,Appletree,Appletree,"53 02 1 35W","53.03 -1.58","POINT(-1.58 53.03)"
IV1680-005-58,,,Alkmere,Salop,Shropshire,Shrewsbury,Shrewsbury,"52 44 2 41W","52.73 -2.68","POINT(-2.68 52.73)"
IV1680-005-59,①,settlement-gentlemen-1,Alkmundbury,Huntington,Huntingdonshire,"Leighton Stone",Leightonstone,"52 22 0 15W","52.36 -0.25","POINT(-0.25 52.36)"
IV1680-005-60,①,settlement-gentlemen-1,Alkrington,Lancaster,Lancashire,Salford,Salford,"53 37 2 08W","53.61 -2.13","POINT(-2.13 53.61)"
IV1680-006-01,①,settlement-gentlemen-1,Alkynton,Salop,Shropshire,"N. Bradford","North Bradford","53 01 2 39W","53.01 -2.65","POINT(-2.65 53.01)"
IV1680-006-02,⛪,parish,"St. Allan",Cornwal,Cornwall,Powder,Powder,"50 32 5 20W","50.53 -5.33","POINT(-5.33 50.53)"
IV1680-006-03,,,"Allanton High",Northumberl.,Northumberland,CocquetdaleW.,"Coquetdale Ward","55 23 1 34W","55.38 -1.56","POINT(-1.56 55.38)"
IV1680-006-04,,,"Allanton Low",Northumberl.,Northumberland,CocquetdaleW.,"Coquetdale Ward","54 58 1 47W","54.96 -1.78","POINT(-1.78 54.96)"
IV1680-006-05,③,settlement-gentlemen-3,Allchurch,Worcester,Worcestershire,Worcester,"City Of Worcester","52 22 1 48W","52.36 -1.8","POINT(-1.8 52.36)"
IV1680-006-06,①,settlement-gentlemen-1,Allensmore,Hereford,Herefordshire,Greytree,Greytree,"52 03 2 44W","52.05 -2.73","POINT(-2.73 52.05)"
IV1680-006-07,①,settlement-gentlemen-1,Allercar,Darby,Derbyshire,Morleston,Morleston,"53 05 1 13W","53.08 -1.21","POINT(-1.21 53.08)"
IV1680-006-08,,,Allercomb,Cornwal,Cornwall,Stratton,Stratton,"51 01 4 32W","51.01 -4.53","POINT(-4.53 51.01)"
IV1680-006-09,,,Allerford,Somerset,Somerset,Carhampton,Carhampton,"51 13 3 34W","51.21 -3.56","POINT(-3.56 51.21)"
IV1680-006-10,①,settlement-gentlemen-1,Allerthorp,"York E.R.","Yorkshire East Riding",Harthill,Harthill,"53 59 0 36W","53.98 -0.6","POINT(-0.6 53.98)"
IV1680-006-11,,,Allerthorp,"York N.R.","Yorkshire North Riding",Hallikeld,Hallikeld,"54 17 1 11W","54.28 -1.18","POINT(-1.18 54.28)"
IV1680-006-12,,,Allerton,Lancaster,Lancashire,"W. Darby","West Derby","53 31 2 43W","53.51 -2.71","POINT(-2.71 53.51)"
IV1680-006-13,②,settlement-gentlemen-2,Allerton,Nottingham,Nottinghamshire,Bassetlaw,Bassetlaw,"53 15 0 52W","53.25 -0.86","POINT(-0.86 53.25)"
IV1680-006-14,,,Allerton,Salop,Shropshire,"N. Bradford","North Bradford","52 53 2 31W","52.88 -2.51","POINT(-2.51 52.88)"
IV1680-006-15,⛪,parish,Allerton,Somerset,Somerset,Bempston,Bempstone,"51 16 2 56W","51.26 -2.93","POINT(-2.93 51.26)"
IV1680-006-16,②,settlement-gentlemen-2,Allerton,"York W.R.","Yorkshire West Riding",Morley,Morley,"53 55 1 36W","53.91 -1.6","POINT(-1.6 53.91)"
IV1680-006-17,①,settlement-gentlemen-1,Allerton-By-water,"York W.R.","Yorkshire West Riding",Skirack,Skyrack,"53 51 1 09W","53.85 -1.15","POINT(-1.15 53.85)"
IV1680-006-18,①,settlement-gentlemen-1,"Allerton Chappel","York W.R.","Yorkshire West Riding",Skirack,Skyrack,"53 51 1 08W","53.85 -1.13","POINT(-1.13 53.85)"
IV1680-006-19,①,settlement-gentlemen-1,"Allerton Maleverer","York W.R.","Yorkshire West Riding",Claro,Claro,"54 03 1 06W","54.05 -1.1","POINT(-1.1 54.05)"
IV1680-006-20,⸸°③=,settlement-knight|settlement-gentlemen-3|direction|market,"N. ALLERTON","York N.R.","Yorkshire North Riding",Allerton,Allerton,"54 22 1 09W","54.36 -1.15","POINT(-1.15 54.36)"
IV1680-006-21,①,settlement-gentlemen-1,Allestry,Darby,Derbyshire,Morleston,Morleston,"53 03 1 22W","53.05 -1.36","POINT(-1.36 53.05)"
IV1680-006-22,⸸°,settlement-knight,Allhallows,Cumberland,Cumberland,"Allerdale B.","Allerdale Ward","54 53 2 52W","54.88 -2.86","POINT(-2.86 54.88)"
IV1680-006-23,,,Allhallows,Devon,Devon,Hayrudg,Hayridge,"50 56 3 24W","50.93 -3.4","POINT(-3.4 50.93)"
IV1680-006-24,①,settlement-gentlemen-1,Allhallows,Kent,Kent,"Aylesford L.","Aylesford Lath","51 29 0 37E","51.48 0.61","POINT(0.61 51.48)"
IV1680-006-25,,,Allhallows,Lincoln,Lincolnshire,Candleshow,Candleshoe,"53 13 0 16E","53.21 0.26","POINT(0.26 53.21)"
IV1680-006-26,①,settlement-gentlemen-1,Allington,Dorset,Dorset,Godherton,Godderthorne,"50 48 2 51W","50.8 -2.85","POINT(-2.85 50.8)"
